b1	v	ncl
-12.635682	0.088061	2
-12.605384	0.088061	1
-12.560654	0.088061	1
-12.560654	0.152935	1
-12.560654	0.419202	1
-12.473582	0.219407	1
-12.473582	0.114622	1
-12.394019	0.114622	1
-12.311589	0.240421	1
-12.311589	0.092557	1
-12.208265	0.107542	1
-12.165341	0.107542	1
-12.219249	0.071904	1
-12.303148	0.141286	1
-12.303148	0.141286	1
-12.303148	0.063217	1
-12.222157	0.063217	1
-12.222157	0.208707	1
-12.222157	0.208707	1
-12.251316	0.240646	1
-12.331899	0.160767	1
-12.402376	0.160767	1
-12.318930	0.160767	1
-12.380367	0.142543	1
-12.285183	0.142543	1
-12.169084	0.142543	1
-12.140986	0.113144	1
-12.140986	0.100203	1
-12.127718	0.100203	1
-12.103627	0.100203	1
-12.143455	0.264619	1
-12.143455	0.264619	1
-12.155992	0.264619	1
-12.110956	0.198051	1
-12.079098	0.225307	2
-12.043656	0.290592	2
-12.043656	0.221890	2
-12.043656	0.387157	2
-12.043656	0.229241	2
-12.043656	0.111451	2
-12.043656	0.119893	2
-12.011498	0.280833	2
-11.932158	0.185294	2
-11.932158	0.185294	2
-11.932158	0.235336	2
-11.932158	0.235336	2
-11.889155	0.171099	2
-11.889155	0.062978	2
-11.889155	0.062978	2
-11.968118	0.102453	2
-12.051205	0.220303	2
-12.051205	0.239370	2
-12.051205	0.320939	2
-12.063020	0.235686	2
-12.085110	0.197451	2
-12.085110	0.197451	2
-12.039530	0.457256	2
-12.076788	0.330098	2
-12.057221	0.330098	2
-12.139222	0.410341	2
-12.139222	0.261055	2
-12.082000	0.111236	2
-12.043420	0.339044	2
-12.050264	0.115464	2
-12.013015	0.270696	2
-11.992705	0.286822	2
-12.002825	0.296206	2
-11.954722	0.248001	2
-11.954722	0.248001	2
-11.857077	0.358480	2
-11.864737	0.265054	2
-11.870428	0.026645	2
-11.987489	0.276268	2
-12.032605	0.191325	2
-12.032605	0.191325	2
-11.961954	0.177064	2
-11.940668	0.177064	2
-11.940668	0.139596	2
-11.940668	0.124476	2
-11.910504	0.168905	2
-11.919059	0.025732	2
-11.812960	0.304223	1
-11.812960	0.203924	1
-11.703884	0.203924	1
-11.688429	0.080662	1
-11.699224	0.080662	1
-11.706663	0.080662	1
-11.795341	0.080662	1
-11.833395	0.015805	2
-11.772163	0.141484	2
-11.808699	0.371013	2
-11.762592	0.204308	2
-11.762592	0.204308	2
-11.842667	0.204308	2
-11.842667	0.284904	2
-11.928747	0.213868	2
-11.928747	0.136267	2
-11.868515	0.136267	2
-11.876723	0.066197	2
-11.876723	0.031491	2
-11.928292	0.237172	2
-11.928292	0.169970	2
-11.928292	0.216935	2
-11.936520	0.313950	2
-11.877293	0.313950	2
-11.877293	0.313950	2
-11.957274	0.185230	1
-11.877011	0.185230	1
-11.835331	0.220400	2
-11.923242	0.162789	2
-11.996347	0.182627	2
-11.996347	0.042948	2
-11.957175	0.043617	2
-11.957175	0.086346	2
-11.957175	0.099657	2
-11.957175	0.166133	2
-11.974887	0.166133	2
-11.974887	0.101380	2
-11.974887	0.101380	2
-11.974887	0.101380	2
-11.992587	0.101380	2
-11.904042	0.146903	2
-11.822225	0.185864	2
-11.822225	0.185864	2
-11.930670	0.381645	2
-11.930670	0.618926	2
-11.905259	0.828643	2
-11.905259	0.750639	2
-11.909071	0.791592	2
-11.937963	0.732453	2
-11.937963	0.732453	2
-11.831899	0.716878	2
-11.901495	0.666505	2
-11.908149	0.919170	2
-11.908149	0.919170	2
-11.928910	0.824978	2
-11.928910	0.812664	2
-11.915689	0.542605	2
-11.866967	0.462731	2
-11.866967	0.311320	2
-11.934183	0.454288	2
-11.966534	0.454288	2
-11.950514	0.248415	2
-11.950514	0.253938	2
-11.930488	0.164619	2
-11.923211	0.164619	2
-11.879448	0.164619	2
-11.863078	0.065300	2
-11.863078	0.065300	2
-11.744831	0.065300	2
-11.739187	0.062158	2
-11.818763	0.062158	2
-11.790105	0.049005	2
-11.790105	0.049005	2
-11.790105	0.346309	2
-11.757793	0.169733	2
-11.757793	0.169733	2
-11.757793	0.441045	2
-11.757793	0.441045	2
-11.757793	0.214556	2
-11.834968	0.214556	2
-11.873044	0.143411	2
-11.873044	0.143411	2
-11.873044	0.143411	2
-11.963892	0.143411	2
-11.990493	0.111191	2
-11.990493	0.080375	2
-11.990493	0.080375	2
-11.990493	0.080375	2
-12.045594	0.080375	1
-12.027507	0.080375	1
-12.027507	0.080375	1
-11.998659	0.170299	1
-11.998659	0.196468	1
-11.998659	0.304048	1
-11.998659	0.084116	2
-11.998659	0.377596	2
-11.893705	0.247463	2
-11.954016	0.361476	2
-11.954016	0.595968	2
-11.954016	0.719045	2
-11.885547	0.729478	2
-11.885547	0.430662	2
-11.966708	0.358784	2
-12.068299	0.551367	2
-11.953838	0.551367	2
-11.901780	0.312592	2
-11.901780	0.028574	2
-11.901780	0.223604	2
-11.901780	0.203286	2
-11.901780	0.243561	2
-11.901780	0.243561	2
-11.910764	0.150997	2
-11.910764	0.089687	2
-11.910764	0.224354	2
-11.889305	0.083881	2
-11.889305	0.083881	2
-11.993768	0.083881	2
-11.977747	0.128964	2
-11.925683	0.119906	2
-11.925683	0.119906	2
-11.884286	0.037539	2
-11.884286	0.200129	2
-11.867695	0.110719	2
-11.807318	0.110719	2
-11.770539	0.110719	2
-11.713150	0.044035	2
-11.746392	0.190989	2
-11.746392	0.285998	2
-11.831750	0.104646	2
-11.794501	0.023978	2
-11.794501	0.191169	2
-11.794501	0.191169	2
-11.888922	0.241354	2
-11.888922	0.105550	2
-11.937848	0.076251	2
-12.028522	0.076251	2
-12.028522	0.262242	2
-11.957699	0.257979	2
-11.957699	0.170302	2
-11.935941	0.170302	2
-11.935941	0.192853	2
-11.954465	0.343586	2
-11.954465	0.350644	2
-11.954465	0.456054	2
-11.954465	0.580570	2
-12.016593	0.684084	2
-12.016593	0.726070	2
-12.124936	0.555034	2
-12.124641	0.830193	2
-12.172727	0.564510	2
-12.172727	0.564510	2
-12.172727	0.564510	2
-12.138001	0.559197	2
-12.093754	0.659752	2
-12.093754	0.808387	2
-12.017716	0.559143	2
-11.955104	0.610325	2
-11.955104	0.600342	2
-11.955104	0.600342	2
-11.927675	0.587883	2
-11.928762	0.456671	2
-11.928762	0.447383	2
-11.970067	0.568679	2
-11.878569	0.555322	2
-11.912845	0.555322	2
-11.933263	0.555322	2
-11.990684	0.519092	2
-11.962111	0.519092	2
-11.962111	0.553535	2
-11.962111	0.553535	2
-11.915292	0.488610	2
-11.831488	0.488610	2
-11.920814	0.195744	2
-11.844453	0.146971	2
-11.844453	0.426848	2
-11.854306	0.243098	2
-11.889869	0.309981	2
-11.889869	0.314883	2
-11.889869	0.021980	2
-11.889869	0.021980	2
-11.889869	0.270688	2
-11.966363	0.283299	2
-11.966363	0.568738	2
-11.997006	0.505281	2
-11.997006	0.360290	2
-11.997006	0.360290	2
-11.997006	0.360290	2
-11.988653	0.177998	2
-12.055988	0.140275	2
-12.055520	0.140275	2
-11.970047	0.345682	2
-11.974503	0.106065	2
-11.991669	0.260598	2
-11.991669	0.260598	2
-11.905307	0.036522	2
-11.883119	0.035507	2
-11.938337	0.093089	2
-11.938337	0.093089	2
-11.927503	0.093089	2
-11.832774	0.093089	2
-11.832774	0.093089	2
-11.832774	0.234046	2
-11.832774	0.234046	2
-11.832774	0.234046	2
-11.856710	0.025585	2
-11.856710	0.311998	2
-11.856710	0.087898	2
-11.955162	0.186465	2
-11.955162	0.166624	2
-11.884633	0.166624	2
-11.894784	0.167273	2
-11.946991	0.167273	2
-11.946991	0.111630	2
-11.970188	0.068149	2
-12.022881	0.068149	2
-12.022881	0.068149	2
-12.009757	0.306331	2
-12.009757	0.083865	1
-11.937781	0.083865	1
-11.871644	0.224693	2
-11.880375	0.224693	2
-11.905903	0.231979	1
-11.822884	0.231979	1
-11.882851	0.094949	1
-11.942726	0.271315	1
-11.968421	0.271315	1
-12.029535	0.014978	1
-12.136363	0.014978	1
-12.203851	0.014978	1
-12.203851	0.147259	1
-12.258865	0.151580	1
-12.258865	0.067515	1
-12.357175	0.067515	1
-12.339524	0.067515	1
-12.426765	0.067515	1
-12.461356	0.219786	2
-12.472844	0.028614	2
-12.523843	0.303918	2
-12.596163	0.464690	2
-12.596163	0.464690	2
-12.700540	0.255113	2
-12.606544	0.077115	2
-12.652046	0.060389	2
-12.619894	0.200267	2
-12.619819	0.200267	2
-12.676746	0.461766	2
-12.676746	0.501112	2
-12.670977	0.420578	2
-12.670977	0.187395	2
-12.670977	0.212435	2
-12.635592	0.236848	2
-12.663751	0.301484	2
-12.663751	0.301484	2
-12.663751	0.532550	2
-12.663751	0.670916	2
-12.748664	0.505206	2
-12.748664	0.330615	2
-12.748664	0.117305	2
-12.790769	0.067641	2
-12.790769	0.065111	2
-12.827814	0.065111	2
-12.909111	0.065271	2
-12.909111	0.183749	2
-12.950173	0.088001	2
-13.016666	0.182218	2
-12.951859	0.269866	2
-12.951859	0.325511	2
-12.951859	0.343207	2
-12.951859	0.343207	2
-12.951859	0.183926	2
-12.889034	0.047661	2
-12.889034	0.305193	2
-12.815306	0.273823	2
-12.815306	0.424507	2
-12.815306	0.424507	2
-12.791889	0.473018	2
-12.762684	0.327750	2
-12.806483	0.396070	2
-12.896164	0.396070	2
-12.896164	0.396070	2
-12.889321	0.168854	2
-12.889321	0.242854	2
-12.889321	0.103386	2
-12.884293	0.130151	2
-12.884293	0.130151	2
-12.884293	0.130151	2
-12.884293	0.032206	2
-12.884293	0.252929	2
-12.884293	0.069711	2
-12.901571	0.114055	2
-12.901571	0.270493	2
-12.915635	0.216622	2
-12.915635	0.121878	2
-12.911675	0.137707	2
-12.795710	0.153695	2
-12.792035	0.169282	2
-12.792035	0.129738	2
-12.746102	0.295460	2
-12.706205	0.295460	2
-12.696974	0.103169	2
-12.696974	0.103169	2
-12.681782	0.054561	1
-12.681782	0.054561	1
-12.648657	0.089735	1
-12.760686	0.011424	1
-12.869919	0.012789	1
-12.872143	0.012789	1
-12.872143	0.012789	1
-12.785376	0.031299	1
-12.805931	0.031299	1
-12.805931	0.031299	1
-12.768311	0.023500	1
-12.843791	0.151708	1
-12.850879	0.374233	1
-12.914071	0.374233	1
-12.978917	0.606406	1
-12.978917	0.606406	1
-12.982241	0.509807	1
-12.952088	0.633211	2
-12.987221	0.721301	2
-12.987221	0.454835	2
-13.028012	0.354091	2
-13.030455	0.354091	2
-13.030455	0.082233	2
-13.030455	0.079535	1
-12.995804	0.079535	1
-12.995804	0.071343	1
-12.879070	0.028625	1
-12.879070	0.214613	1
-12.848701	0.316223	1
-12.911912	0.232664	1
-12.819714	0.220783	1
-12.819714	0.220783	1
-12.898796	0.086401	1
-12.898796	0.086401	1
-12.968696	0.010799	1
-12.968696	0.200410	1
-12.984442	0.053453	1
-12.984442	0.053453	1
-12.984442	0.124748	1
-12.984442	0.124748	1
-12.984442	0.124748	1
-12.984442	0.124748	1
-12.984442	0.124748	1
-12.984442	0.124748	1
-12.984442	0.124748	1
-12.978177	0.094299	1
-13.077900	0.236459	1
-13.130102	0.236459	1
-13.105973	0.027915	1
-13.000144	0.027915	1
-13.000144	0.027915	1
-13.052680	0.102370	1
-13.052680	0.090697	1
-13.052680	0.156447	1
-13.052680	0.156447	1
-13.052680	0.104275	1
-13.052680	0.104275	1
-13.068042	0.070057	1
-13.172326	0.070057	1
-13.244944	0.070057	1
-13.224299	0.070057	1
-13.198076	0.175697	2
-13.198076	0.173540	2
-13.277877	0.086915	2
-13.277877	0.086915	2
-13.271446	0.104535	2
-13.228555	0.104535	2
-13.116963	0.104535	2
-13.000446	0.104535	2
-13.012842	0.104535	2
-13.012842	0.104535	2
-13.012842	0.040852	2
-13.012842	0.040852	2
-13.012842	0.210802	2
-12.901316	0.308433	2
-12.891351	0.021523	2
-12.858542	0.268241	2
-12.978398	0.047134	2
-12.860411	0.258920	2
-12.858142	0.258920	2
-12.811851	0.094779	2
-12.811851	0.094779	2
-12.887188	0.308362	2
-12.866830	0.573087	2
-12.866830	0.515338	2
-12.866830	0.515338	2
-12.854997	0.515338	2
-12.835661	0.318702	2
-12.861612	0.337414	2
-12.972105	0.057862	2
-12.904735	0.057862	2
-12.904735	0.249533	2
-13.013696	0.249533	2
-13.030323	0.098624	2
-12.977353	0.035821	2
-12.943074	0.035821	2
-12.881560	0.258030	2
-12.881560	0.258030	2
-12.860804	0.258030	2
-12.953208	0.097276	2
-12.953208	0.168079	2
-12.934639	0.063786	2
-12.955229	0.064304	2
-12.892009	0.064304	2
-12.995687	0.248783	2
-12.995687	0.059861	2
-13.024270	0.020522	2
-13.024270	0.263306	2
-13.096294	0.418728	2
-13.054469	0.240582	2
-13.054469	0.284985	2
-13.054469	0.119277	2
-13.126731	0.119277	2
-13.131029	0.100321	2
-13.131029	0.203160	2
-13.131029	0.043046	2
-13.202457	0.112808	2
-13.202457	0.045282	2
-13.224635	0.045282	2
-13.249978	0.045282	2
-13.249978	0.094422	2
-13.249978	0.056106	2
-13.219602	0.056106	2
-13.323473	0.056106	2
-13.438213	0.066465	2
-13.330654	0.221361	2
-13.325956	0.221361	2
-13.351744	0.221361	2
-13.330886	0.221361	2
-13.308403	0.467723	2
-13.308403	0.467723	2
-13.341487	0.467723	2
-13.341487	0.487557	2
-13.341487	0.629595	2
-13.341487	0.728650	2
-13.341487	0.473362	2
-13.346131	0.592801	2
-13.456626	0.592801	2
-13.533684	0.604894	2
-13.637811	0.307982	2
-13.635268	0.221752	2
-13.626872	0.110720	2
-13.541649	0.288385	2
-13.541649	0.225565	2
-13.541649	0.225565	2
-13.541649	0.225565	2
-13.527293	0.129265	2
-13.423642	0.281123	2
-13.438096	0.281123	2
-13.438096	0.069055	2
-13.438096	0.069055	2
-13.499013	0.137958	2
-13.561404	0.427294	2
-13.561404	0.329915	2
-13.561404	0.454241	2
-13.571579	0.454241	2
-13.642240	0.189137	2
-13.643404	0.316362	2
-13.643404	0.316362	2
-13.643404	0.227525	2
-13.643404	0.157574	2
-13.621501	0.250721	2
-13.701444	0.149563	2
-13.701444	0.332870	2
-13.701444	0.332870	2
-13.772718	0.438819	2
-13.772718	0.438819	2
-13.772718	0.250567	2
-13.772718	0.511525	2
-13.772718	0.511525	2
-13.772718	0.511525	2
-13.669110	0.491068	2
-13.674297	0.621932	2
-13.581056	0.621932	2
-13.626023	0.353620	2
-13.596781	0.315091	2
-13.659887	0.315091	2
-13.623671	0.089940	2
-13.623671	0.089940	2
-13.623671	0.104505	2
-13.623671	0.104505	2
-13.557549	0.104505	2
-13.557549	0.327611	2
-13.569023	0.055536	2
-13.569023	0.154632	2
-13.569023	0.154632	1
-13.557785	0.154632	1
-13.592001	0.164225	1
-13.592001	0.092063	1
-13.601543	0.335233	1
-13.496227	0.165809	1
-13.457818	0.165809	1
-13.457818	0.103213	1
-13.457818	0.103213	1
-13.520465	0.010297	1
-13.520465	0.060908	1
-13.471171	0.060908	1
-13.471171	0.060908	1
-13.456811	0.060908	1
-13.411129	0.060908	1
-13.381152	0.054944	1
-13.354739	0.182774	1
-13.444965	0.182774	1
-13.398797	0.163006	1
-13.442302	0.163006	1
-13.366221	0.163006	1
-13.284152	0.269644	1
-13.263204	0.269644	1
-13.261490	0.269644	1
-13.261490	0.254285	1
-13.314223	0.254285	1
-13.314223	0.254285	2
-13.329627	0.449528	1
-13.449046	0.449528	2
-13.442164	0.449528	1
-13.442164	0.526911	1
-13.513305	0.654055	2
-13.428099	0.815804	2
-13.428099	0.561212	2
-13.316308	0.440639	2
-13.316308	0.440639	2
-13.370576	0.576463	2
-13.370576	0.576463	2
-13.370576	0.416778	2
-13.378177	0.550647	2
-13.378177	0.271257	2
-13.418754	0.083028	2
-13.339447	0.083028	2
-13.404015	0.086953	2
-13.478445	0.276315	2
-13.478445	0.353845	2
-13.478445	0.155847	2
-13.478445	0.377804	2
-13.478445	0.265626	2
-13.478445	0.237331	2
-13.484502	0.154330	2
-13.484502	0.154330	2
-13.493503	0.076730	1
-13.493503	0.076730	1
-13.502226	0.076730	1
-13.502226	0.047234	1
-13.527716	0.047234	1
-13.527716	0.047234	1
-13.475236	0.165305	1
-13.525998	0.138147	1
-13.554901	0.138147	1
-13.554901	0.029656	1
-13.531480	0.029656	1
-13.552116	0.058310	1
-13.592528	0.058310	1
-13.528004	0.031010	1
-13.528004	0.031010	1
-13.597592	0.176340	1
-13.619769	0.319020	1
-13.619769	0.319020	1
-13.619769	0.143089	1
-13.650448	0.143089	1
-13.662268	0.132840	2
-13.662268	0.132840	2
-13.669147	0.104011	2
-13.669147	0.070747	2
-13.669147	0.070747	1
-13.572007	0.134241	1
-13.658513	0.044541	1
-13.679178	0.148899	1
-13.616246	0.148899	1
-13.556680	0.170593	1
-13.599264	0.170593	1
-13.630016	0.101685	1
-13.609610	0.101685	1
-13.609610	0.076488	1
-13.609610	0.048176	1
-13.551786	0.048176	1
-13.471996	0.048176	1
-13.475495	0.048176	1
-13.360635	0.028898	1
-13.360635	0.028898	1
-13.360635	0.241617	1
-13.436944	0.271051	1
-13.436944	0.137058	1
-13.510214	0.131348	1
-13.510214	0.131348	1
-13.511123	0.131348	1
-13.511123	0.171112	1
-13.430900	0.049241	1
-13.484935	0.049241	1
-13.484935	0.107917	1
-13.484935	0.035804	1
-13.394785	0.035804	1
-13.394785	0.129573	1
-13.295904	0.086890	1
-13.295904	0.086890	1
-13.295904	0.054740	1
-13.295904	0.108364	1
-13.353598	0.055292	1
-13.353598	0.205832	1
-13.365252	0.231549	1
-13.365252	0.231549	1
-13.461173	0.127134	1
-13.461173	0.289217	1
-13.461173	0.401879	1
-13.444287	0.463446	1
-13.391525	0.184944	1
-13.391525	0.184944	1
-13.391525	0.078045	1
-13.391525	0.034231	1
-13.382605	0.203496	1
-13.312795	0.172150	1
-13.352469	0.103572	1
-13.250690	0.103572	1
-13.212835	0.103572	1
-13.174238	0.221342	1
-13.208083	0.221342	2
-13.208083	0.142032	2
-13.161262	0.142032	2
-13.095226	0.108576	2
-13.014080	0.108576	2
-13.090975	0.242102	2
-13.126936	0.242102	2
-13.126936	0.086812	2
-13.126936	0.231247	2
-13.117989	0.171108	2
-13.064071	0.171108	2
-13.064071	0.117452	1
-13.058659	0.323850	1
-13.082244	0.323850	1
-13.082244	0.178993	1
-13.010487	0.178993	1
-13.010487	0.178993	1
-12.972041	0.266305	1
-12.972041	0.130009	1
-12.923789	0.130009	1
-13.031210	0.130009	1
-12.994867	0.105356	1
-12.994867	0.105356	1
-12.979771	0.105356	1
-12.979771	0.015743	1
-12.979771	0.015743	1
-12.887239	0.015743	1
-12.887239	0.015743	1
-12.887239	0.015743	1
-12.842458	0.015743	1
-12.801690	0.015743	1
-12.833591	0.015743	1
-12.833591	0.015743	1
-12.833591	0.015743	1
-12.792026	0.018464	1
-12.792026	0.018464	1
-12.843736	0.018464	1
-12.940951	0.257468	2
-12.923863	0.100639	2
-12.904657	0.198510	2
-12.904657	0.052583	2
-12.904657	0.242846	2
-12.901376	0.242846	2
-12.889424	0.303548	2
-12.943077	0.303548	2
-12.931463	0.111781	2
-13.040226	0.111781	2
-12.977823	0.111781	2
-12.966632	0.113540	2
-12.966632	0.027825	2
-13.000148	0.173373	2
-13.020925	0.173373	2
-13.102254	0.067966	2
-13.108675	0.200711	2
-13.004480	0.056860	2
-13.004480	0.056860	2
-13.004480	0.187852	2
-12.929663	0.231004	2
-12.902377	0.231004	2
-12.955669	0.179242	2
-12.940982	0.080298	2
-12.940982	0.080298	2
-12.963982	0.365034	2
-13.025511	0.185113	2
-13.025511	0.185113	2
-13.025511	0.185113	2
-13.111792	0.185113	2
-13.011596	0.168703	2
-13.011596	0.168703	2
-12.976840	0.313006	2
-13.082006	0.313006	2
-13.082006	0.267699	2
-13.108694	0.032063	2
-13.108694	0.032063	2
-13.108694	0.289829	2
-13.043155	0.238654	2
-12.975995	0.238654	2
-12.975995	0.151015	2
-12.975995	0.225160	2
-12.934173	0.300589	2
-12.819716	0.300589	2
-12.819716	0.144209	2
-12.819716	0.339294	2
-12.819716	0.184207	2
-12.819716	0.213434	1
-12.819716	0.213434	1
-12.934212	0.186192	1
-13.026395	0.107200	1
-12.993985	0.107200	1
-13.024147	0.107200	1
-13.024147	0.010101	1
-13.082990	0.050926	1
-13.082990	0.050926	1
-13.038566	0.050926	1
-13.038566	0.151710	1
-12.983536	0.155221	1
-12.949842	0.155221	1
-12.949842	0.155221	2
-12.949842	0.343434	1
-12.949842	0.241556	1
-12.949842	0.083594	1
-12.949842	0.094752	1
-12.949842	0.113291	1
-12.957916	0.113291	1
-13.004243	0.113291	1
-13.004243	0.147575	1
-13.004243	0.042091	1
-12.982096	0.042091	1
-13.091043	0.057610	1
-13.034477	0.057610	1
-13.034477	0.094555	1
-13.007769	0.147681	1
-12.971352	0.091105	1
-12.980762	0.091105	1
-12.906152	0.091105	1
-12.944539	0.091105	1
-12.944539	0.091105	1
-12.904217	0.091105	1
-12.840000	0.034759	1
-12.749044	0.058830	1
-12.749044	0.231166	1
-12.633149	0.185285	1
-12.578946	0.043502	1
-12.534134	0.043502	1
-12.649059	0.043502	1
-12.649059	0.043502	1
-12.649059	0.042618	2
-12.649059	0.042618	2
-12.659529	0.282920	2
-12.733348	0.041643	2
-12.733348	0.041643	2
-12.688059	0.041643	2
-12.688059	0.098017	2
-12.676279	0.011158	2
-12.676279	0.052972	2
-12.753392	0.255947	2
-12.824712	0.277148	2
-12.824712	0.020993	2
-12.758637	0.155103	2
-12.683141	0.167569	2
-12.683141	0.151770	2
-12.683141	0.259189	2
-12.701034	0.259189	2
-12.767261	0.111389	2
-12.767261	0.296756	2
-12.767261	0.240900	2
-12.672102	0.106277	2
-12.672102	0.213032	2
-12.717967	0.250287	2
-12.739777	0.165968	2
-12.673724	0.027556	2
-12.673511	0.271619	2
-12.709633	0.271619	2
-12.693846	0.426406	2
-12.693846	0.508284	2
-12.645897	0.487323	2
-12.684993	0.487323	2
-12.684993	0.358463	2
-12.684993	0.546726	2
-12.659238	0.787789	2
-12.767928	0.631343	2
-12.767928	0.581135	2
-12.867322	0.411244	2
-12.850887	0.411244	2
-12.898375	0.478399	2
-12.898375	0.640998	2
-12.936903	0.663269	2
-12.958877	0.821974	2
-12.982746	0.821974	2
-12.995579	0.727949	2
-12.995579	0.558671	2
-12.937434	0.530264	2
-12.870036	0.809883	2
-12.870036	0.809883	2
-12.756089	0.537694	2
-12.869337	0.442155	2
-12.918953	0.724377	2
-12.949658	0.883587	2
-12.990617	0.883587	2
-13.021920	0.875188	2
-13.084834	0.875188	2
-12.986024	0.875188	2
-13.051386	0.586616	2
-13.051386	0.868520	2
-13.051386	0.612864	2
-13.133514	0.657958	2
-13.133514	0.693587	2
-13.133514	0.693587	2
-13.133514	0.734163	2
-13.044119	0.768851	2
-12.992460	0.676919	2
-13.039075	0.432218	2
-13.039075	0.432218	2
-13.039075	0.432218	2
-13.039075	0.432218	2
-13.039075	0.503822	2
-12.920479	0.331263	2
-12.842056	0.209076	2
-12.842056	0.131467	2
-12.827177	0.131467	2
-12.829205	0.131467	2
-12.849379	0.131467	2
-12.849379	0.113780	2
-12.849379	0.113780	2
-12.849379	0.023310	2
-12.808139	0.021476	2
-12.804598	0.308894	2
-12.804598	0.185113	2
-12.804598	0.448676	2
-12.804598	0.406522	2
-12.760257	0.406522	2
-12.730689	0.285655	2
-12.730689	0.068698	2
-12.730689	0.068698	2
-12.633334	0.099062	2
-12.633334	0.152238	2
-12.676613	0.076677	2
-12.676613	0.189542	2
-12.676613	0.042399	2
-12.673407	0.241191	2
-12.606938	0.241191	2
-12.502413	0.241191	2
-12.502413	0.271574	2
-12.467685	0.156226	2
-12.512380	0.133824	2
-12.443393	0.016312	2
-12.443393	0.025973	2
-12.468717	0.025568	2
-12.563920	0.146883	2
-12.563920	0.146883	2
-12.586291	0.351748	2
-12.567678	0.375906	2
-12.637341	0.205101	2
-12.637341	0.031532	2
-12.664030	0.031532	2
-12.664030	0.217348	2
-12.664030	0.121205	2
-12.664030	0.306270	2
-12.664030	0.377911	2
-12.664030	0.259058	2
-12.728616	0.296591	2
-12.675016	0.378330	2
-12.688055	0.397153	2
-12.783018	0.216774	2
-12.783018	0.216774	2
-12.750832	0.260871	2
-12.750832	0.021754	2
-12.750832	0.226559	2
-12.750832	0.295654	2
-12.817166	0.105287	2
-12.807891	0.101211	2
-12.807891	0.112506	2
-12.746100	0.112506	2
-12.792463	0.112506	2
-12.860912	0.112506	2
-12.879116	0.127618	2
-12.871855	0.127618	2
-12.891517	0.415468	2
-12.885382	0.287033	2
-12.808833	0.052181	2
-12.808833	0.142656	2
-12.808833	0.043271	2
-12.808833	0.279073	2
-12.869318	0.015631	2
-12.937949	0.099425	2
-12.918498	0.179878	2
-12.918498	0.143358	2
-12.918498	0.213740	2
-12.918498	0.177982	2
-12.887701	0.177982	2
-12.863051	0.109506	2
-12.863051	0.093192	2
-12.863051	0.093192	2
-12.793586	0.093192	2
-12.828793	0.093192	2
-12.797356	0.093192	2
-12.727472	0.367570	2
-12.727472	0.175601	2
-12.727472	0.016793	2
-12.727472	0.062169	2
-12.727472	0.329987	2
-12.727472	0.334150	2
-12.805500	0.103369	2
-12.805500	0.103369	2
-12.850580	0.096041	2
-12.850580	0.096041	2
-12.879859	0.044010	2
-12.981020	0.198058	2
-13.063586	0.099062	2
-13.063586	0.085106	2
-13.063586	0.085106	2
-13.034147	0.085106	2
-13.011354	0.269661	2
-13.117394	0.333536	2
-13.117394	0.252588	2
-13.117394	0.251240	2
-13.105721	0.368777	2
-13.105721	0.368777	2
-13.061211	0.241620	2
-13.033995	0.015729	2
-13.025617	0.188491	2
-13.075344	0.188491	2
-13.005729	0.475116	2
-13.005729	0.395089	2
-13.005729	0.395089	2
-12.987914	0.328381	2
-12.987914	0.328381	2
-13.004457	0.273526	2
-12.907143	0.273526	2
-12.907143	0.273526	2
-12.892604	0.064919	2
-12.892604	0.064919	2
-12.899662	0.143263	2
-12.784321	0.143263	2
-12.769538	0.183751	2
-12.769538	0.216884	2
-12.751310	0.202815	2
-12.751310	0.202815	2
-12.751310	0.221190	2
-12.798096	0.221190	2
-12.798096	0.205206	2
-12.798096	0.205206	2
-12.798096	0.115089	2
-12.762927	0.115089	2
-12.762927	0.161014	2
-12.837401	0.124360	2
-12.810880	0.418494	2
-12.818961	0.154438	2
-12.818961	0.051986	2
-12.849308	0.217171	2
-12.792894	0.217171	2
-12.792894	0.106319	2
-12.699101	0.314808	2
-12.699101	0.343725	2
-12.788153	0.343725	2
-12.879362	0.243204	2
-12.822217	0.144481	2
-12.822217	0.144481	2
-12.767528	0.186009	2
-12.736145	0.186009	2
-12.736145	0.186009	2
-12.755767	0.051665	2
-12.851915	0.084246	2
-12.911677	0.084246	1
-12.911677	0.084246	1
-12.911677	0.088290	1
-12.854277	0.088290	1
-12.854277	0.294569	1
-12.854277	0.228463	1
-12.854277	0.312601	1
-12.854277	0.553627	1
-12.854277	0.345064	1
-12.903492	0.546249	1
-12.915940	0.613676	1
-12.858978	0.613676	1
-12.808707	0.569390	1
-12.808707	0.277897	1
-12.861272	0.404221	1
-12.861272	0.404221	1
-12.858179	0.500924	1
-12.858179	0.500924	1
-12.836794	0.500924	1
-12.836794	0.416977	1
-12.836794	0.421728	1
-12.891788	0.215722	2
-12.891788	0.170889	2
-12.786817	0.088619	2
-12.786817	0.098554	2
-12.786817	0.169636	2
-12.733526	0.129968	2
-12.733526	0.204212	2
-12.729342	0.328027	2
-12.729342	0.328027	2
-12.702772	0.580481	2
-12.702772	0.377415	2
-12.753697	0.480154	2
-12.753697	0.480154	2
-12.753697	0.276680	2
-12.671396	0.189563	2
-12.642113	0.157809	2
-12.715846	0.084971	2
-12.715846	0.229451	2
